complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area,affected_population,government_level,department,problem_type,solution_type
SS00756,Abhi तुरंत department emergency team bheje for livestock disease & veterinary doctor shortage aur future ke liye early warning technology setup karein.,Agriculture & Crop Management,Livestock Disease & Veterinary Doctor Shortage,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Panchayat Level,Agriculture Department,Service Delivery,Govt Action + University R&D
SS00757,Har monsoon/season livestock disease & veterinary doctor shortage me ye issue hota hai. Immediate repair along with long-term technological innovation.,Agriculture & Crop Management,Livestock Disease & Veterinary Doctor Shortage,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,District Level (DC Office),Agriculture Department,Service Delivery,Govt Action + University R&D
SS00758,प्रशासन से तुरंत livestock disease & veterinary doctor shortage के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Agriculture & Crop Management,Livestock Disease & Veterinary Doctor Shortage,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,Agriculture Department,Service Delivery,Govt Action + University R&D
SS00759,urgent govt inspection today for livestock disease & veterinary doctor shortage n smart AI tech for future plzz,Agriculture & Crop Management,Livestock Disease & Veterinary Doctor Shortage,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,Agriculture Department,Service Delivery,Govt Action + University R&D
SS00760,"Cattle Feed Cost & Dairy Infrastructure Deficit in our village area is completely non-functional, urgent government action required.",Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Government,High,Persistent,No,None,1200,Panchayat Level,Agriculture Department,Service Delivery,Repair / Staff Posting
SS00761,"Pichle 15 din se cattle feed cost & dairy infrastructure deficit ka dikkat ho raha hai, authority field team ko bheje.",Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Government,High,Occasional,No,None,450,District Level (DC Office),Agriculture Department,Service Delivery,Repair / Staff Posting
SS00762,हमारे पंचायत में cattle feed cost & dairy infrastructure deficit से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Government,Medium,Persistent,No,None,3500,Block Level (BDO),Agriculture Department,Service Delivery,Repair / Staff Posting
SS00763,cattle feed cost & dairy infrastructure deficit issue in ward 3 officer not picking up calls,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Government,Low,Occasional,No,None,3500,Panchayat Level,Agriculture Department,Service Delivery,Repair / Staff Posting
SS00764,gaov me cattle feed cost & dairy infrastructure deficit kharab h 2 mahine se koi sunne wala nahi h,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Government,Medium,Occasional,No,None,450,State Department,Agriculture Department,Service Delivery,Repair / Staff Posting
SS00765,Block level grievance filed for cattle feed cost & dairy infrastructure deficit last month but service is pending.,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Government,Low,One-time,No,None,1200,Panchayat Level,Agriculture Department,Service Delivery,Repair / Staff Posting
SS00766,Urgent maintenance team required for cattle feed cost & dairy infrastructure deficit near village center.,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Government,High,One-time,No,None,3500,Panchayat Level,Agriculture Department,Service Delivery,Repair / Staff Posting
SS00767,Public facility for cattle feed cost & dairy infrastructure deficit has been completely unmaintained for 3 months.,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Government,Low,Persistent,No,None,3500,District Level (DC Office),Agriculture Department,Service Delivery,Repair / Staff Posting
SS00768,Gaon me cattle feed cost & dairy infrastructure deficit work left incomplete by local contractor.,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Government,Medium,Occasional,No,None,450,State Department,Agriculture Department,Service Delivery,Repair / Staff Posting
SS00769,"ग्राम पंचायत में cattle feed cost & dairy infrastructure deficit की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Government,Medium,Persistent,No,None,150,District Level (DC Office),Agriculture Department,Service Delivery,Repair / Staff Posting
SS00770,We need an automated digital technology system for cattle feed cost & dairy infrastructure deficit (smart civic infrastructure & sensor analytics) to monitor continuously.,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,Agriculture Department,Service Delivery,University R&D
SS00771,Is cattle feed cost & dairy infrastructure deficit problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Panchayat Level,Agriculture Department,Service Delivery,University R&D
SS00772,नवीनतम तकनीक और एआई मॉडल के माध्यम से cattle feed cost & dairy infrastructure deficit का स्वचालित समाधान किया जाना चाहिए।,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Block Level (BDO),Agriculture Department,Service Delivery,University R&D
SS00773,need AI and IoT smart technology solution for cattle feed cost & dairy infrastructure deficit,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,Agriculture Department,Service Delivery,University R&D
SS00774,Developing an offline smart system for cattle feed cost & dairy infrastructure deficit will eliminate manual delays.,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,State Department,Agriculture Department,Service Delivery,University R&D
SS00775,University student startup project required for cattle feed cost & dairy infrastructure deficit technological innovation.,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Agriculture Department,Service Delivery,University R&D
SS00776,Abhi तुरंत department emergency team bheje for cattle feed cost & dairy infrastructure deficit aur future ke liye early warning technology setup karein.,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,Agriculture Department,Service Delivery,Govt Action + University R&D
SS00777,Har monsoon/season cattle feed cost & dairy infrastructure deficit me ye issue hota hai. Immediate repair along with long-term technological innovation.,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Panchayat Level,Agriculture Department,Service Delivery,Govt Action + University R&D
SS00778,प्रशासन से तुरंत cattle feed cost & dairy infrastructure deficit के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Block Level (BDO),Agriculture Department,Service Delivery,Govt Action + University R&D
SS00779,urgent govt inspection today for cattle feed cost & dairy infrastructure deficit n smart AI tech for future plzz,Agriculture & Crop Management,Cattle Feed Cost & Dairy Infrastructure Deficit,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Agriculture Department,Service Delivery,Govt Action + University R&D
SS00780,"Poultry & Goat Farming Support Missing in our village area is completely non-functional, urgent government action required.",Agriculture & Crop Management,Poultry & Goat Farming Support Missing,Government,High,Persistent,No,None,150,District Level (DC Office),Agriculture Department,Service Delivery,Repair / Staff Posting
SS00781,"Pichle 15 din se poultry & goat farming support missing ka dikkat ho raha hai, authority field team ko bheje.",Agriculture & Crop Management,Poultry & Goat Farming Support Missing,Government,High,Occasional,No,None,450,District Level (DC Office),Agriculture Department,Service Delivery,Repair / Staff Posting
SS00782,हमारे पंचायत में poultry & goat farming support missing से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Agriculture & Crop Management,Poultry & Goat Farming Support Missing,Government,Medium,Persistent,No,None,150,Panchayat Level,Agriculture Department,Service Delivery,Repair / Staff Posting
