complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area
SS00349,Is problem ko permanently solve karne ke liye decentralized compost quality & thermal monitor ka low-cost sensor prototype chahiye.,Sanitation & Waste Management,Waste Segregation & Recycling,Innovation,Medium,Occasional,Yes,Decentralized Compost Quality & Thermal Monitor
SS00350,नवीनतम तकनीक और decentralized compost quality & thermal monitor के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Sanitation & Waste Management,Waste Segregation & Recycling,Innovation,High,Recurring,Yes,Decentralized Compost Quality & Thermal Monitor
SS00351,need AI and IoT smart solution for decentralized compost quality & thermal monitor,Sanitation & Waste Management,Waste Segregation & Recycling,Innovation,Low,One-time,Yes,Decentralized Compost Quality & Thermal Monitor
SS00352,Developing an offline smart system for decentralized compost quality & thermal monitor will eliminate manual delays.,Sanitation & Waste Management,Waste Segregation & Recycling,Innovation,Medium,Occasional,Yes,Decentralized Compost Quality & Thermal Monitor
SS00353,Abhi तुरंत department emergency team bheje aur future ke liye decentralized compost quality & thermal monitor ka early warning technology setup karein.,Sanitation & Waste Management,Waste Segregation & Recycling,Hybrid,High,Recurring,Yes,Decentralized Compost Quality & Thermal Monitor
SS00354,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of decentralized compost quality & thermal monitor.,Sanitation & Waste Management,Waste Segregation & Recycling,Hybrid,High,Persistent,Yes,Decentralized Compost Quality & Thermal Monitor
SS00355,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए decentralized compost quality & thermal monitor का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Sanitation & Waste Management,Waste Segregation & Recycling,Hybrid,High,Recurring,Yes,Decentralized Compost Quality & Thermal Monitor
SS00356,urgent govt inspection today n smart AI tech for decentralized compost quality & thermal monitor for future plzz,Sanitation & Waste Management,Waste Segregation & Recycling,Hybrid,High,Recurring,Yes,Decentralized Compost Quality & Thermal Monitor
SS00357,"Immediate administrative intervention needed now, accompanied by a university research solution for decentralized compost quality & thermal monitor.",Sanitation & Waste Management,Waste Segregation & Recycling,Hybrid,Medium,Occasional,Yes,Decentralized Compost Quality & Thermal Monitor
SS00358,The administrative service for road damage & potholes is currently non-functional in our block.,Roads & Public Transport,Road Damage & Potholes,Government,Medium,Persistent,No,None
SS00359,"Pichle 10 din se road damage & potholes ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Roads & Public Transport,Road Damage & Potholes,Government,High,Occasional,No,None
SS00360,हमारे पंचायत में road damage & potholes से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Roads & Public Transport,Road Damage & Potholes,Government,Medium,Persistent,No,None
SS00361,"road damage & potholes issue in ward 5, officer not taking call",Roads & Public Transport,Road Damage & Potholes,Government,Low,Occasional,No,None
SS00362,road damage & potholes is broken n not wrking properly plzz resolve,Roads & Public Transport,Road Damage & Potholes,Government,Medium,Occasional,No,None
SS00363,Block level grievance filed for road damage & potholes last month but service is still pending.,Roads & Public Transport,Road Damage & Potholes,Government,Low,One-time,No,None
SS00364,Urgent maintenance team required for road damage & potholes near community market place.,Roads & Public Transport,Road Damage & Potholes,Government,High,One-time,No,None
SS00365,We need an automated digital technology system for computer vision pothole & road quality survey to monitor this issue continuously.,Roads & Public Transport,Road Damage & Potholes,Innovation,Medium,Recurring,Yes,Computer Vision Pothole & Road Quality Survey
SS00366,Is problem ko permanently solve karne ke liye computer vision pothole & road quality survey ka low-cost sensor prototype chahiye.,Roads & Public Transport,Road Damage & Potholes,Innovation,Medium,Occasional,Yes,Computer Vision Pothole & Road Quality Survey
SS00367,नवीनतम तकनीक और computer vision pothole & road quality survey के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Roads & Public Transport,Road Damage & Potholes,Innovation,High,Recurring,Yes,Computer Vision Pothole & Road Quality Survey
SS00368,need AI and IoT smart solution for computer vision pothole & road quality survey,Roads & Public Transport,Road Damage & Potholes,Innovation,Low,One-time,Yes,Computer Vision Pothole & Road Quality Survey
SS00369,Developing an offline smart system for computer vision pothole & road quality survey will eliminate manual delays.,Roads & Public Transport,Road Damage & Potholes,Innovation,Medium,Occasional,Yes,Computer Vision Pothole & Road Quality Survey
SS00370,Abhi तुरंत department emergency team bheje aur future ke liye computer vision pothole & road quality survey ka early warning technology setup karein.,Roads & Public Transport,Road Damage & Potholes,Hybrid,High,Recurring,Yes,Computer Vision Pothole & Road Quality Survey
SS00371,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of computer vision pothole & road quality survey.,Roads & Public Transport,Road Damage & Potholes,Hybrid,High,Persistent,Yes,Computer Vision Pothole & Road Quality Survey
SS00372,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए computer vision pothole & road quality survey का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Roads & Public Transport,Road Damage & Potholes,Hybrid,High,Recurring,Yes,Computer Vision Pothole & Road Quality Survey
SS00373,urgent govt inspection today n smart AI tech for computer vision pothole & road quality survey for future plzz,Roads & Public Transport,Road Damage & Potholes,Hybrid,High,Recurring,Yes,Computer Vision Pothole & Road Quality Survey
SS00374,"Immediate administrative intervention needed now, accompanied by a university research solution for computer vision pothole & road quality survey.",Roads & Public Transport,Road Damage & Potholes,Hybrid,Medium,Occasional,Yes,Computer Vision Pothole & Road Quality Survey
SS00375,The administrative service for rural road connectivity is currently non-functional in our block.,Roads & Public Transport,Rural Road Connectivity,Government,Medium,Persistent,No,None
SS00376,"Pichle 10 din se rural road connectivity ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Roads & Public Transport,Rural Road Connectivity,Government,High,Occasional,No,None
SS00377,हमारे पंचायत में rural road connectivity से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Roads & Public Transport,Rural Road Connectivity,Government,Medium,Persistent,No,None
SS00378,"rural road connectivity issue in ward 5, officer not taking call",Roads & Public Transport,Rural Road Connectivity,Government,Low,Occasional,No,None
SS00379,rural road connectivity is broken n not wrking properly plzz resolve,Roads & Public Transport,Rural Road Connectivity,Government,Medium,Occasional,No,None
SS00380,Block level grievance filed for rural road connectivity last month but service is still pending.,Roads & Public Transport,Rural Road Connectivity,Government,Low,One-time,No,None
SS00381,Urgent maintenance team required for rural road connectivity near community market place.,Roads & Public Transport,Rural Road Connectivity,Government,High,One-time,No,None
SS00382,We need an automated digital technology system for geospatial all-weather road route optimizer to monitor this issue continuously.,Roads & Public Transport,Rural Road Connectivity,Innovation,Medium,Recurring,Yes,Geospatial All-Weather Road Route Optimizer
SS00383,Is problem ko permanently solve karne ke liye geospatial all-weather road route optimizer ka low-cost sensor prototype chahiye.,Roads & Public Transport,Rural Road Connectivity,Innovation,Medium,Occasional,Yes,Geospatial All-Weather Road Route Optimizer
