complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area,affected_population,government_level,department,problem_type,solution_type
SS00580,प्रशासन से तुरंत rainwater harvesting deficit के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Irrigation & Farm Water,Rainwater Harvesting Deficit,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Irrigation Department,Service Delivery,Govt Action + University R&D
SS00581,urgent govt inspection today for rainwater harvesting deficit n smart AI tech for future plzz,Irrigation & Farm Water,Rainwater Harvesting Deficit,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,Irrigation Department,Service Delivery,Govt Action + University R&D
SS00582,"Expensive Irrigation Equipment & Pumps in our village area is completely non-functional, urgent government action required.",Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Government,High,Persistent,No,None,150,State Department,Irrigation Department,Service Delivery,Repair / Staff Posting
SS00583,"Pichle 15 din se expensive irrigation equipment & pumps ka dikkat ho raha hai, authority field team ko bheje.",Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Government,High,Occasional,No,None,3500,District Level (DC Office),Irrigation Department,Service Delivery,Repair / Staff Posting
SS00584,हमारे पंचायत में expensive irrigation equipment & pumps से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Government,Medium,Persistent,No,None,8500,Panchayat Level,Irrigation Department,Service Delivery,Repair / Staff Posting
SS00585,expensive irrigation equipment & pumps issue in ward 3 officer not picking up calls,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Government,Low,Occasional,No,None,3500,Block Level (BDO),Irrigation Department,Service Delivery,Repair / Staff Posting
SS00586,gaov me expensive irrigation equipment & pumps kharab h 2 mahine se koi sunne wala nahi h,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Government,Medium,Occasional,No,None,8500,Panchayat Level,Irrigation Department,Service Delivery,Repair / Staff Posting
SS00587,Block level grievance filed for expensive irrigation equipment & pumps last month but service is pending.,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Government,Low,One-time,No,None,8500,District Level (DC Office),Irrigation Department,Service Delivery,Repair / Staff Posting
SS00588,Urgent maintenance team required for expensive irrigation equipment & pumps near village center.,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Government,High,One-time,No,None,3500,Panchayat Level,Irrigation Department,Service Delivery,Repair / Staff Posting
SS00589,Public facility for expensive irrigation equipment & pumps has been completely unmaintained for 3 months.,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Government,Low,Persistent,No,None,150,State Department,Irrigation Department,Service Delivery,Repair / Staff Posting
SS00590,Gaon me expensive irrigation equipment & pumps work left incomplete by local contractor.,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Government,Medium,Occasional,No,None,3500,State Department,Irrigation Department,Service Delivery,Repair / Staff Posting
SS00591,"ग्राम पंचायत में expensive irrigation equipment & pumps की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Government,Medium,Persistent,No,None,150,State Department,Irrigation Department,Service Delivery,Repair / Staff Posting
SS00592,We need an automated digital technology system for expensive irrigation equipment & pumps (smart civic infrastructure & sensor analytics) to monitor continuously.,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,Irrigation Department,Service Delivery,University R&D
SS00593,Is expensive irrigation equipment & pumps problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Irrigation Department,Service Delivery,University R&D
SS00594,नवीनतम तकनीक और एआई मॉडल के माध्यम से expensive irrigation equipment & pumps का स्वचालित समाधान किया जाना चाहिए।,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Block Level (BDO),Irrigation Department,Service Delivery,University R&D
SS00595,need AI and IoT smart technology solution for expensive irrigation equipment & pumps,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Block Level (BDO),Irrigation Department,Service Delivery,University R&D
SS00596,Developing an offline smart system for expensive irrigation equipment & pumps will eliminate manual delays.,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),Irrigation Department,Service Delivery,University R&D
SS00597,University student startup project required for expensive irrigation equipment & pumps technological innovation.,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,District Level (DC Office),Irrigation Department,Service Delivery,University R&D
SS00598,Abhi तुरंत department emergency team bheje for expensive irrigation equipment & pumps aur future ke liye early warning technology setup karein.,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,Irrigation Department,Service Delivery,Govt Action + University R&D
SS00599,Har monsoon/season expensive irrigation equipment & pumps me ye issue hota hai. Immediate repair along with long-term technological innovation.,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Panchayat Level,Irrigation Department,Service Delivery,Govt Action + University R&D
SS00600,प्रशासन से तुरंत expensive irrigation equipment & pumps के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Block Level (BDO),Irrigation Department,Service Delivery,Govt Action + University R&D
SS00601,urgent govt inspection today for expensive irrigation equipment & pumps n smart AI tech for future plzz,Irrigation & Farm Water,Expensive Irrigation Equipment & Pumps,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,Irrigation Department,Service Delivery,Govt Action + University R&D
SS00602,"Borewell Unaffordability for Small Farmers in our village area is completely non-functional, urgent government action required.",Irrigation & Farm Water,Borewell Unaffordability for Small Farmers,Government,High,Persistent,No,None,450,State Department,Irrigation Department,Service Delivery,Repair / Staff Posting
SS00603,"Pichle 15 din se borewell unaffordability for small farmers ka dikkat ho raha hai, authority field team ko bheje.",Irrigation & Farm Water,Borewell Unaffordability for Small Farmers,Government,High,Occasional,No,None,1200,State Department,Irrigation Department,Service Delivery,Repair / Staff Posting
SS00604,हमारे पंचायत में borewell unaffordability for small farmers से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Irrigation & Farm Water,Borewell Unaffordability for Small Farmers,Government,Medium,Persistent,No,None,3500,State Department,Irrigation Department,Service Delivery,Repair / Staff Posting
SS00605,borewell unaffordability for small farmers issue in ward 3 officer not picking up calls,Irrigation & Farm Water,Borewell Unaffordability for Small Farmers,Government,Low,Occasional,No,None,150,District Level (DC Office),Irrigation Department,Service Delivery,Repair / Staff Posting
SS00606,gaov me borewell unaffordability for small farmers kharab h 2 mahine se koi sunne wala nahi h,Irrigation & Farm Water,Borewell Unaffordability for Small Farmers,Government,Medium,Occasional,No,None,3500,District Level (DC Office),Irrigation Department,Service Delivery,Repair / Staff Posting
SS00607,Block level grievance filed for borewell unaffordability for small farmers last month but service is pending.,Irrigation & Farm Water,Borewell Unaffordability for Small Farmers,Government,Low,One-time,No,None,1200,District Level (DC Office),Irrigation Department,Service Delivery,Repair / Staff Posting
SS00608,Urgent maintenance team required for borewell unaffordability for small farmers near village center.,Irrigation & Farm Water,Borewell Unaffordability for Small Farmers,Government,High,One-time,No,None,450,State Department,Irrigation Department,Service Delivery,Repair / Staff Posting
SS00609,Public facility for borewell unaffordability for small farmers has been completely unmaintained for 3 months.,Irrigation & Farm Water,Borewell Unaffordability for Small Farmers,Government,Low,Persistent,No,None,150,Panchayat Level,Irrigation Department,Service Delivery,Repair / Staff Posting
SS00610,Gaon me borewell unaffordability for small farmers work left incomplete by local contractor.,Irrigation & Farm Water,Borewell Unaffordability for Small Farmers,Government,Medium,Occasional,No,None,150,Panchayat Level,Irrigation Department,Service Delivery,Repair / Staff Posting
